folder	n.	thư mục	Put invoices in the tax folder.	Để hóa đơn vào thư mục thuế.	invoice
file	n.	tệp / hồ sơ	Save the file with yesterday's date.	Lưu tệp với ngày hôm qua.	memo
draft	n.	bản nháp	skip	skip	conference
inbox	n.	hộp thư	skip	skip	memo
archive	n.	lưu trữ	skip	skip	memo
cloud	n.	điện toán đám mây	Photos are stored in the cloud.	Ảnh được lưu trên đám mây.	memo
sync	v.	đồng bộ	The phone will sync contacts overnight.	Điện thoại sẽ đồng bộ danh bạ qua đêm.	memo
offline	adj.	ngoại tuyến	The catalog can be read offline.	Danh mục có thể đọc khi ngoại tuyến.	brochure
online	adj.	trực tuyến	Online check-in opens 24 hours before the flight.	Làm thủ tục trực tuyến mở 24 giờ trước chuyến bay.	itinerary
digital	adj.	kỹ thuật số	A digital copy is emailed after payment.	Bản kỹ thuật số được gửi email sau khi thanh toán.	invoice
paperless	adj.	không giấy	The office is moving to paperless billing.	Văn phòng chuyển sang lập hóa đơn không giấy.	invoice
recycle	v.	tái chế	skip	skip	inventory
sustainable	adj.	bền vững	The inn uses sustainable cleaning products.	Nhà nghỉ dùng đồ vệ sinh bền vững.	brochure
eco-friendly	adj.	thân thiện môi trường	Eco-friendly packaging replaced plastic wrap.	Bao bì thân thiện môi trường thay màng nhựa.	brochure
carbon	n.	carbon	The firm tracks carbon from company flights.	Công ty theo dõi carbon từ chuyến bay công tác.	itinerary
emission	n.	khí thải	New trucks cut emission levels by 20 percent.	Xe tải mới giảm khí thải 20 phần trăm.	shipment
pollution	n.	ô nhiễm	The plant reduced water pollution last year.	Nhà máy giảm ô nhiễm nước năm ngoái.	inventory
waste	n.	rác thải	Food waste is collected in a separate bin.	Rác thức ăn được thu ở thùng riêng.	inventory
landfill	n.	bãi chôn lấp	Less packaging means less landfill.	Ít bao bì hơn nghĩa là ít chôn lấp hơn.	inventory
compost	n.	phân ủ	Kitchen scraps go into the compost bin.	Rác bếp cho vào thùng phân ủ.	inventory
organic	adj.	hữu cơ	The café serves organic tea in the lounge.	Quán phục vụ trà hữu cơ ở lounge.	complimentary
fair	adj.	công bằng / thương mại công bằng	The shop sells fair-trade coffee.	Cửa hàng bán cà phê thương mại công bằng.	brochure
ethical	adj.	đạo đức	Ethical sourcing is listed in the annual report.	Nguồn hàng đạo đức được ghi trong báo cáo năm.	brochure
transparency	n.	minh bạch	Price transparency helps guests compare rooms.	Minh bạch giá giúp khách so phòng.	reservation
accountability	n.	trách nhiệm giải trình	Managers accept accountability for safety.	Quản lý nhận trách nhiệm giải trình về an toàn.	employee
integrity	n.	chính trực	Integrity is part of the hiring interview.	Chính trực nằm trong buổi phỏng vấn tuyển.	applicant
compliance	n.	tuân thủ	A compliance officer reviews every contract.	Nhân viên tuân thủ rà soát mọi hợp đồng.	authorize
audit	n.	kiểm toán	skip	skip	invoice
inspector	n.	thanh tra	A fire inspector will visit on Thursday.	Thanh tra PCCC sẽ đến vào thứ Năm.	authorize
violation	n.	vi phạm	A parking violation may result in a fine.	Vi phạm đỗ xe có thể bị phạt.	authorize
fine	n.	tiền phạt	The fine for smoking indoors is 50 dollars.	Tiền phạt hút thuốc trong nhà là 50 đô la.	authorize
citation	n.	biên bản phạt	The driver received a citation for blocking the dock.	Tài xế nhận biên bản vì chặn bến.	shipment
hazard	n.	mối nguy	Wet floors are a slipping hazard.	Sàn ướt là mối nguy trượt.	inventory
precaution	n.	biện pháp phòng ngừa	Wear goggles as a precaution.	Đeo kính bảo hộ làm biện pháp phòng ngừa.	inventory
emergency	n.	tình huống khẩn	The emergency exit is behind the stage.	Lối thoát khẩn ở sau sân khấu.	conference
evacuation	n.	sơ tán	Evacuation maps are posted by the stairs.	Bản đồ sơ tán dán cạnh cầu thang.	headquarters
assembly	n.	điểm tập trung	Meet at the assembly point in the parking lot.	Tập trung ở điểm tập trung trong bãi xe.	headquarters
extinguisher	n.	bình chữa cháy	An extinguisher hangs next to the kitchen.	Bình chữa cháy treo cạnh bếp.	inventory
sprinkler	n.	vòi phun chữa cháy	A sprinkler test will run at dawn.	Thử vòi phun sẽ chạy lúc bình minh.	headquarters
alarm	n.	chuông báo	Do not ignore a fire alarm.	Không bỏ qua chuông báo cháy.	authorize
drill	n.	buổi diễn tập	A fire drill is held every quarter.	Diễn tập cháy được tổ chức mỗi quý.	employee
first-aid	n.	sơ cứu	A first-aid kit is at the reception desk.	Hộp sơ cứu ở quầy lễ tân.	reservation
paramedic	n.	nhân viên cấp cứu	A paramedic is on call during the festival.	Nhân viên cấp cứu trực trong lễ hội.	employee
clinic	n.	phòng khám	The staff clinic opens at 8 a.m.	Phòng khám nhân viên mở lúc 8 giờ sáng.	employee
pharmacy	n.	nhà thuốc	The nearest pharmacy is two blocks east.	Nhà thuốc gần nhất cách hai khối phố về phía đông.	itinerary
prescription	n.	đơn thuốc	A prescription is required for this medicine.	Cần đơn thuốc cho loại thuốc này.	authorize
insurance	n.	bảo hiểm	skip	skip	employee
copay	n.	khoản đồng chi trả	The clinic copay is 15 dollars.	Khoản đồng chi trả phòng khám là 15 đô la.	invoice
deductible	n.	mức tự trả	skip	skip	authorize
coverage	n.	phạm vi bảo hiểm	skip	skip	authorize
claim	n.	yêu cầu bồi thường	skip	skip	authorize
adjuster	n.	giám định viên bảo hiểm	An adjuster photographed the damaged crates.	Giám định viên chụp các thùng bị hỏng.	shipment
premium	n.	phí bảo hiểm	skip	skip	authorize
beneficiary	n.	người thụ hưởng	Name a beneficiary on the policy form.	Ghi người thụ hưởng trên mẫu hợp đồng.	authorize
policyholder	n.	chủ hợp đồng bảo hiểm	The policyholder must report theft within 24 hours.	Chủ hợp đồng phải báo trộm trong 24 giờ.	authorize
underwrite	v.	bảo lãnh bảo hiểm	The firm will underwrite the event insurance.	Công ty sẽ bảo lãnh bảo hiểm sự kiện.	authorize
liability	n.	trách nhiệm pháp lý	skip	skip	budget
negligence	n.	sơ suất	The report found no negligence by the driver.	Báo cáo không thấy sơ suất của tài xế.	authorize
compensation	n.	bồi thường / thù lao	skip	skip	budget
damages	n.	tiền bồi thường thiệt hại	The court awarded damages to the hotel.	Tòa án tuyên tiền bồi thường cho khách sạn.	authorize
settlement	n.	thỏa thuận bồi thường	A settlement ended the dispute last week.	Thỏa thuận bồi thường chấm dứt tranh chấp tuần trước.	authorize
dispute	n.	tranh chấp	A billing dispute should go to accounting.	Tranh chấp hóa đơn nên gửi kế toán.	invoice
mediation	n.	hòa giải	Mediation is cheaper than a lawsuit.	Hòa giải rẻ hơn kiện tụng.	authorize
arbitration	n.	trọng tài	The contract requires arbitration in Singapore.	Hợp đồng yêu cầu trọng tài tại Singapore.	authorize
lawsuit	n.	vụ kiện	skip	skip	authorize
plaintiff	n.	nguyên đơn	The plaintiff asked for a public apology.	Nguyên đơn yêu cầu xin lỗi công khai.	authorize
defendant	n.	bị đơn	The defendant has 14 days to reply.	Bị đơn có 14 ngày để trả lời.	authorize
verdict	n.	phán quyết	The verdict was announced at noon.	Phán quyết được công bố lúc trưa.	authorize
appeal	n.	kháng cáo	An appeal must be filed within 30 days.	Kháng cáo phải nộp trong 30 ngày.	authorize
hearing	n.	phiên điều trần	The hearing is open to the public.	Phiên điều trần mở cho công chúng.	authorize
subpoena	n.	trát đòi hầu tòa	A subpoena was delivered to the office.	Trát đòi hầu tòa được giao tới văn phòng.	authorize
testimony	n.	lời khai	Her testimony lasted two hours.	Lời khai của cô ấy kéo dài hai giờ.	authorize
affidavit	n.	bản khai có tuyên thệ	Sign the affidavit in front of a notary.	Ký bản khai trước công chứng viên.	authorize
notary	n.	công chứng viên	A notary sits in room 12 on Tuesdays.	Công chứng viên ngồi phòng 12 vào thứ Ba.	authorize
stamp	n.	con dấu	The clerk put a stamp on each page.	Nhân viên đóng dấu mỗi trang.	authorize
seal	n.	dấu niêm phong	Break the seal only when the goods arrive.	Chỉ bẻ dấu niêm khi hàng đến.	shipment
notarize	v.	công chứng	We must notarize the power of attorney.	Chúng tôi phải công chứng giấy ủy quyền.	authorize
proxy	n.	ủy quyền đại diện	You may vote by proxy if you cannot attend.	Bạn có thể bỏ phiếu ủy quyền nếu không dự.	conference
revocation	n.	thu hồi	Revocation of the permit takes effect today.	Việc thu hồi giấy phép có hiệu lực hôm nay.	authorize
suspension	n.	đình chỉ	A license suspension lasts 90 days.	Đình chỉ giấy phép kéo dài 90 ngày.	authorize
expiration	n.	hết hạn	skip	skip	deadline
renewal	n.	gia hạn	Submit a renewal 30 days before expiry.	Nộp gia hạn 30 ngày trước khi hết hạn.	deadline
amendment	n.	sửa đổi	An amendment was added to clause 4.	Một sửa đổi được thêm vào điều 4.	authorize
addendum	n.	phụ lục	See the addendum for shipping rates.	Xem phụ lục về cước vận chuyển.	shipment
appendix	n.	phụ lục (cuối tài liệu)	Charts are in the appendix.	Biểu đồ nằm ở phụ lục.	memo
exhibit	n.	tài liệu đính kèm vụ việc	Exhibit B shows the original invoice.	Tài liệu B cho thấy hóa đơn gốc.	invoice
clause	n.	điều khoản	skip	skip	authorize
stipulation	n.	quy định trong hợp đồng	One stipulation forbids overnight parking.	Một quy định cấm đỗ xe qua đêm.	authorize
waiver	n.	giấy từ bỏ quyền	Sign a waiver before using the gym.	Ký giấy từ bỏ quyền trước khi dùng phòng gym.	authorize
waive	v.	miễn	The hotel will waive the cancellation fee.	Khách sạn sẽ miễn phí hủy.	reservation
consent	n.	đồng ý	skip	skip	authorize
opt-in	n.	đăng ký nhận	Email opt-in is confirmed with a link.	Đăng ký nhận email được xác nhận bằng liên kết.	brochure
opt-out	v.	hủy nhận	You may opt-out of marketing mail anytime.	Bạn có thể hủy nhận thư marketing bất cứ lúc nào.	brochure
privacy	n.	quyền riêng tư	The privacy notice is posted at check-in.	Thông báo quyền riêng tư được dán lúc nhận phòng.	authorize
cookie	n.	cookie (web)	The site uses a cookie to save language.	Trang dùng cookie để lưu ngôn ngữ.	brochure
encryption	n.	mã hóa	Encryption protects card numbers in transit.	Mã hóa bảo vệ số thẻ khi truyền.	authorize
firewall	n.	tường lửa	The firewall blocked an unknown login.	Tường lửa chặn một lần đăng nhập lạ.	authorize
malware	n.	mã độc	Do not install software that may contain malware.	Không cài phần mềm có thể chứa mã độc.	memo
phishing	n.	lừa đảo qua mạng	Delete phishing mail that asks for passwords.	Xóa thư lừa đảo hỏi mật khẩu.	memo
breach	n.	rò rỉ dữ liệu	Guests were told about a data breach.	Khách được thông báo về rò rỉ dữ liệu.	authorize
backup	n.	sao lưu	skip	skip	memo
restore	v.	khôi phục	skip	skip	inventory
outage	n.	sự cố	skip	skip	inventory
downtime	n.	thời gian ngừng hệ thống	Overnight downtime is used for updates.	Thời gian ngừng đêm dùng để cập nhật.	memo
uptime	n.	thời gian hệ thống chạy	The booking site had 99 percent uptime.	Trang đặt phòng chạy 99 phần trăm thời gian.	reservation
bandwidth	n.	băng thông	Video calls use more bandwidth than mail.	Gọi video dùng băng thông nhiều hơn thư.	memo
latency	n.	độ trễ mạng	High latency made the call choppy.	Độ trễ cao làm cuộc gọi bị ngắt quãng.	memo
router	n.	bộ định tuyến	The router is in the locked closet.	Bộ định tuyến ở tủ khóa.	headquarters
modem	n.	modem	A new modem will arrive on Tuesday.	Modem mới sẽ đến vào thứ Ba.	inventory
hotspot	n.	điểm phát wifi	A guest hotspot is available in the lobby.	Điểm phát wifi khách có ở sảnh.	reservation
ethernet	n.	mạng dây	Meeting rooms still have ethernet ports.	Phòng họp vẫn có cổng mạng dây.	conference
adapter	n.	bộ chuyển	An adapter for UK plugs is at the desk.	Bộ chuyển phích cắm Anh có ở quầy.	itinerary
charger	n.	bộ sạc	A phone charger can be borrowed at reception.	Bộ sạc điện thoại có thể mượn ở lễ tân.	reservation
battery	n.	pin	The scanner battery lasts one shift.	Pin máy quét dùng được một ca.	inventory
toner	n.	mực in	Order toner when the light turns red.	Đặt mực in khi đèn đỏ.	inventory
cartridge	n.	hộp mực	Shake the cartridge before you install it.	Lắc hộp mực trước khi lắp.	inventory
paper	n.	giấy	Letter-size paper is in the cabinet.	Giấy khổ thư ở trong tủ.	memo
clip	n.	kẹp giấy	Paper clips are in the middle drawer.	Kẹp giấy ở ngăn giữa.	memo
staple	n.	ghim	Do not put staples in the scanner.	Không cho ghim vào máy quét.	memo
folder	n.	bìa hồ sơ	A blue folder holds visa copies.	Bìa xanh giữ bản sao thị thực.	itinerary
binder	n.	bìa còng	The training binder is on the shelf.	Bìa còng đào tạo ở trên kệ.	employee
whiteboard	n.	bảng trắng	Wipe the whiteboard after the class.	Xóa bảng trắng sau buổi học.	conference
marker	n.	bút lông	Only use dry-erase markers on this board.	Chỉ dùng bút xóa được trên bảng này.	conference
flipchart	n.	bảng giấy lật	A flipchart stands by the window.	Bảng giấy lật đứng cạnh cửa sổ.	conference
podium	n.	bục	The microphone is clipped to the podium.	Micro kẹp trên bục.	conference
microphone	n.	micro	Test the microphone before guests arrive.	Thử micro trước khi khách đến.	conference
headset	n.	tai nghe	Interpreters will wear a headset.	Phiên dịch sẽ đeo tai nghe.	conference
interpreter	n.	phiên dịch viên	An interpreter sits in the back row.	Phiên dịch viên ngồi hàng sau.	conference
translation	n.	bản dịch	A translation of the menu is on the table.	Bản dịch thực đơn ở trên bàn.	complimentary
bilingual	adj.	song ngữ	Bilingual staff work at the information desk.	Nhân viên song ngữ làm ở quầy thông tin.	employee
fluency	n.	độ trôi chảy	Fluency in Korean is a plus for this post.	Trôi chảy tiếng Hàn là lợi thế cho vị trí này.	applicant
accent	n.	giọng	Guests had no trouble with her accent.	Khách không khó nghe giọng cô ấy.	employee
idiom	n.	thành ngữ	Avoid idiom in safety instructions.	Tránh thành ngữ trong hướng dẫn an toàn.	memo
jargon	n.	thuật ngữ ngành	Replace jargon with plain words for guests.	Đổi thuật ngữ ngành thành lời dễ cho khách.	brochure
plain	adj.	dễ hiểu	Write signs in plain language.	Viết biển bằng ngôn ngữ dễ hiểu.	brochure
concise	adj.	ngắn gọn	Keep the email concise and polite.	Giữ email ngắn gọn và lịch sự.	memo
legible	adj.	dễ đọc	Write your name in legible letters.	Viết tên bằng chữ dễ đọc.	memo
illegible	adj.	khó đọc	The signature on the form is illegible.	Chữ ký trên mẫu khó đọc.	authorize
proofread	v.	đọc soát	Please proofread the brochure before printing.	Vui lòng đọc soát tờ brochure trước khi in.	brochure
typo	n.	lỗi đánh máy	A typo in the price list caused confusion.	Lỗi đánh máy trong bảng giá gây nhầm.	brochure
edit	v.	biên tập	Edit the draft before the director sees it.	Biên tập bản nháp trước khi giám đốc xem.	memo
revise	v.	sửa	skip	skip	conference
rewrite	v.	viết lại	Rewrite the apology in a calmer tone.	Viết lại lời xin lỗi với giọng ôn hòa hơn.	memo
format	v.	định dạng	Format the report with page numbers.	Định dạng báo cáo có số trang.	memo
template	n.	mẫu sẵn	Use the letter template on the shared drive.	Dùng mẫu thư trên ổ dùng chung.	memo
letterhead	n.	tiêu đề giấy công ty	Print contracts on official letterhead.	In hợp đồng trên giấy tiêu đề công ty.	memo
watermark	n.	hình mờ	A draft watermark appears on each page.	Hình mờ bản nháp hiện trên mỗi trang.	memo
font	n.	phông chữ	Use the same font as last year's catalog.	Dùng cùng phông chữ với danh mục năm ngoái.	brochure
layout	n.	bố cục	The layout leaves room for a map.	Bố cục chừa chỗ cho bản đồ.	brochure
margin	n.	lề trang	Widen the margin so the binder can punch holes.	Nới lề để bìa còng đục lỗ được.	memo
spacing	n.	giãn dòng	Increase spacing so the text is easier to read.	Tăng giãn dòng để dễ đọc hơn.	memo
bullet	n.	gạch đầu dòng	Use bullets for the three main benefits.	Dùng gạch đầu dòng cho ba lợi ích chính.	brochure
heading	n.	tiêu đề mục	Each heading should be in bold.	Mỗi tiêu đề mục nên in đậm.	memo
caption	n.	chú thích ảnh	Write a caption under every photo.	Viết chú thích dưới mỗi ảnh.	brochure
illustration	n.	minh họa	The illustration shows how to fold the map.	Minh họa cho thấy cách gấp bản đồ.	brochure
graphic	n.	đồ họa	A graphic of the airport is on page two.	Đồ họa sân bay ở trang hai.	itinerary
icon	n.	biểu tượng	A suitcase icon marks the luggage claim.	Biểu tượng vali đánh dấu nơi lấy hành lý.	itinerary
logo	n.	logo	skip	skip	brochure
trademark	n.	nhãn hiệu	skip	skip	brochure
patent	n.	bằng sáng chế	skip	skip	brochure
copyright	n.	bản quyền	skip	skip	brochure
royalty	n.	tiền bản quyền	The designer receives a royalty on each sale.	Nhà thiết kế nhận tiền bản quyền mỗi lần bán.	budget
license	n.	giấy phép	skip	skip	authorize
franchise	n.	nhượng quyền	A new franchise will open near the station.	Cửa hàng nhượng quyền mới sẽ mở gần ga.	headquarters
outlet	n.	cửa hàng chi nhánh	The outlet store sells last season's bags.	Cửa hàng chi nhánh bán túi mùa trước.	brochure
flagship	n.	cửa hàng chính	The flagship store is on the main square.	Cửa hàng chính ở quảng trường lớn.	headquarters
boutique	n.	cửa hàng nhỏ	A boutique in the lobby sells local crafts.	Cửa hàng nhỏ ở sảnh bán đồ thủ công.	brochure
kiosk	n.	ki-ốt	skip	skip	brochure
vending	n.	máy bán hàng tự động	The vending machine on floor 3 takes cards.	Máy bán hàng tầng 3 nhận thẻ.	headquarters
checkout	n.	quầy thanh toán	Express checkout is for guests with no extras.	Thanh toán nhanh cho khách không phát sinh.	reservation
cashier	n.	thu ngân	The cashier can print a duplicate receipt.	Thu ngân có thể in biên lai sao.	invoice
register	n.	máy tính tiền	Close the register at 9 p.m. sharp.	Chốt máy tính tiền đúng 9 giờ tối.	invoice
barcode	n.	mã vạch	skip	skip	shipment
scanner	n.	máy quét	skip	skip	memo
receipt	n.	biên lai	skip	skip	invoice
change	n.	tiền thối	The guest asked for change in small bills.	Khách xin thối tiền bằng tờ nhỏ.	invoice
refund	n.	hoàn tiền	skip	skip	invoice
exchange	v.	đổi hàng	You may exchange the shirt for another size.	Bạn có thể đổi áo sang cỡ khác.	brochure
return	n.	đơn trả hàng	Bring the tag if you make a return.	Mang mác nếu bạn trả hàng.	invoice
warranty	n.	bảo hành	skip	skip	inventory
guarantee	n.	bảo đảm	skip	skip	inventory
recall	n.	thu hồi sản phẩm	A recall was issued for the faulty charger.	Thu hồi được ban cho bộ sạc lỗi.	inventory
defect	n.	lỗi	Report any defect within 48 hours.	Báo lỗi trong vòng 48 giờ.	inventory
malfunction	n.	trục trặc	A malfunction stopped the ticket machine.	Trục trặc làm dừng máy bán vé.	inventory
breakdown	n.	hỏng máy	A breakdown on the highway delayed the truck.	Hỏng máy trên cao tốc làm chậm xe tải.	shipment
spare	n.	linh kiện dự phòng	A spare tire is under the van floor.	Lốp dự phòng ở sàn xe tải.	inventory
part	n.	phụ tùng	This part is no longer manufactured.	Phụ tùng này không còn được sản xuất.	inventory
compatible	adj.	tương thích	skip	skip	inventory
obsolete	adj.	lỗi thời	skip	skip	brochure
upgrade	v.	nâng cấp	skip	skip	reservation
downgrade	v.	hạ cấp	Do not downgrade the software on shared PCs.	Không hạ cấp phần mềm trên máy dùng chung.	memo
patch	n.	bản vá	Install the security patch tonight.	Cài bản vá bảo mật tối nay.	memo
version	n.	phiên bản	Version 3.2 fixes the printing bug.	Phiên bản 3.2 sửa lỗi in.	memo
beta	n.	bản thử	Staff may try the beta on test phones only.	Nhân viên chỉ thử bản beta trên máy test.	memo
rollout	n.	đợt triển khai	The nationwide rollout begins in October.	Đợt triển khai toàn quốc bắt đầu tháng Mười.	headquarters
pilot	n.	thí điểm	A pilot of the new menu runs in two cafés.	Thí điểm thực đơn mới chạy ở hai quán.	complimentary
prototype	n.	nguyên mẫu	The prototype chair is in the showroom.	Ghế nguyên mẫu ở phòng trưng bày.	inventory
sample	n.	mẫu	skip	skip	brochure
mock-up	n.	mô hình thử	The designer sent a mock-up of the flyer.	Nhà thiết kế gửi mô hình thử tờ rơi.	brochure
blueprint	n.	bản thiết kế	The blueprint shows a wider loading dock.	Bản thiết kế cho thấy bến chất hàng rộng hơn.	shipment
specification	n.	thông số	The specification lists the maximum load.	Thông số liệt kê tải tối đa.	inventory
dimension	n.	kích thước	Check the dimension of the crate before shipping.	Kiểm tra kích thước thùng trước khi gửi.	shipment
weight	n.	trọng lượng	The weight limit for this elevator is posted.	Giới hạn trọng lượng thang máy được niêm yết.	occupancy
capacity	n.	sức chứa	skip	skip	occupancy
volume	n.	thể tích / sản lượng	Shipping volume rose in the holiday week.	Sản lượng gửi hàng tăng tuần lễ.	shipment
quantity	n.	số lượng	Write the quantity next to each item.	Ghi số lượng cạnh mỗi mặt hàng.	invoice
unit	n.	đơn vị	The price is 2 dollars per unit.	Giá là 2 đô la mỗi đơn vị.	invoice
dozen	n.	tá	Order two dozen towels for the spa.	Đặt hai tá khăn cho spa.	inventory
gross	n.	tổng trước thuế	The gross amount is printed in bold.	Tổng trước thuế được in đậm.	invoice
net	adj.	ròng	Net pay appears at the bottom of the slip.	Lương ròng ở cuối phiếu.	budget
gross	adj.	gộp	Gross sales do not subtract returns.	Doanh số gộp chưa trừ hàng trả.	budget
discount	n.	giảm giá	skip	skip	invoice
rebate	n.	hoàn tiền khuyến mãi	Mail the form to claim a 20-dollar rebate.	Gửi mẫu để nhận hoàn 20 đô la khuyến mãi.	invoice
coupon	n.	phiếu giảm giá	This coupon cannot be combined with other offers.	Phiếu này không cộng với ưu đãi khác.	brochure
voucher	n.	phiếu quà tặng	A meal voucher is valid for 90 days.	Phiếu ăn có hiệu lực 90 ngày.	complimentary
gift	n.	quà	A welcome gift waits in every suite.	Quà chào mừng chờ trong mỗi suite.	complimentary
loyalty	n.	lòng trung thành	Loyalty points can be used for a free night.	Điểm trung thành đổi được một đêm miễn phí.	reservation
points	n.	điểm thưởng	500 points equal one breakfast.	500 điểm tương đương một bữa sáng.	complimentary
membership	n.	thẻ thành viên	skip	skip	brochure
tier	n.	hạng thành viên	Gold-tier guests get late checkout.	Khách hạng vàng được trả phòng muộn.	reservation
elite	adj.	hạng đặc biệt	Elite members skip the taxi line.	Thành viên hạng đặc biệt không xếp hàng taxi.	itinerary
privilege	n.	đặc quyền	Lounge access is a privilege of business class.	Vào lounge là đặc quyền hạng thương gia.	itinerary
perk	n.	quyền lợi thêm	Free parking is a perk for night staff.	Đỗ xe miễn phí là quyền lợi thêm của ca đêm.	employee
incentive	n.	động lực / thưởng khích lệ	A sales incentive is paid each quarter.	Thưởng khích lệ bán hàng trả mỗi quý.	budget
commission	n.	hoa hồng	Agents earn a 5 percent commission.	Đại lý nhận hoa hồng 5 phần trăm.	budget
bonus	n.	thưởng	skip	skip	budget
raise	n.	tăng lương	She received a raise after the review.	Cô ấy được tăng lương sau đánh giá.	employee
cut	n.	cắt giảm	A pay cut was avoided this year.	Năm nay tránh được cắt lương.	budget
freeze	n.	đóng băng (tuyển/lương)	A hiring freeze lasts until March.	Đóng băng tuyển dụng kéo dài đến tháng Ba.	applicant
headcount	n.	số nhân sự	Headcount in accounting grew by two.	Số nhân sự kế toán tăng thêm hai.	employee
attrition	n.	hao hụt nhân sự	Natural attrition will reduce the team by three.	Hao hụt tự nhiên sẽ giảm nhóm đi ba người.	employee
retention	n.	giữ chân nhân sự	Better hours improved staff retention.	Giờ làm tốt hơn giúp giữ chân nhân sự.	employee
morale	n.	sĩ khí	Free lunch lifted morale on Fridays.	Cơm trưa miễn phí nâng sĩ khí thứ Sáu.	employee
burnout	n.	kiệt sức nghề nghiệp	Managers watch for signs of burnout.	Quản lý theo dõi dấu hiệu kiệt sức.	employee
wellness	n.	sức khỏe toàn diện	A wellness talk is offered each month.	Buổi nói về sức khỏe được tổ chức mỗi tháng.	employee
ergonomic	adj.	công thái học	An ergonomic chair is available on request.	Ghế công thái học có khi yêu cầu.	employee
overtime	n.	làm thêm	skip	skip	employee
flex	adj.	linh hoạt	Flex hours start between 7 and 10 a.m.	Giờ linh hoạt bắt đầu từ 7 đến 10 giờ sáng.	employee
remote	adj.	từ xa	Remote staff join the call at 9.	Nhân viên từ xa vào cuộc gọi lúc 9 giờ.	employee
hybrid	adj.	kết hợp	Hybrid work means two office days a week.	Làm kết hợp nghĩa là hai ngày ở văn phòng.	employee
commute	n.	quãng đi làm	The average commute is 35 minutes.	Quãng đi làm trung bình là 35 phút.	employee
carpool	v.	đi chung xe	Staff may carpool to the off-site meeting.	Nhân viên có thể đi chung xe tới họp ngoài.	itinerary
teleconference	n.	họp từ xa	The teleconference ID is in the invite.	Mã họp từ xa nằm trong thư mời.	conference
webinar	n.	hội thảo trực tuyến	The webinar will be recorded.	Hội thảo trực tuyến sẽ được ghi.	conference
livestream	n.	phát trực tiếp	A livestream of the keynote starts at 10.	Phát trực tiếp bài chính bắt đầu lúc 10 giờ.	conference
recording	n.	bản ghi	The recording will stay online for a week.	Bản ghi sẽ ở trực tuyến một tuần.	conference
transcript	n.	bản ghi lời	A transcript is emailed to attendees.	Bản ghi lời được gửi email cho người dự.	conference
slides	n.	slide	Please send the slides by Thursday.	Vui lòng gửi slide trước thứ Năm.	conference
handout	n.	tài liệu phát	skip	skip	conference
Q&A	n.	hỏi đáp	Q&A follows the 20-minute talk.	Hỏi đáp sau bài nói 20 phút.	conference
feedback	n.	phản hồi	Leave feedback in the box by the door.	Để phản hồi ở hộp cạnh cửa.	conference
rating	n.	điểm đánh giá	The hotel's rating rose after the renovation.	Điểm đánh giá khách sạn tăng sau cải tạo.	occupancy
review	n.	bài đánh giá	A guest review mentioned the quiet rooms.	Bài đánh giá của khách nhắc phòng yên.	reservation
complaint	n.	khiếu nại	Every complaint is logged the same day.	Mọi khiếu nại được ghi trong ngày.	reservation
compliment	n.	lời khen	A compliment about the chef was posted online.	Lời khen về bếp trưởng được đăng trực tuyến.	complimentary
suggestion	n.	góp ý	A suggestion box sits at reception.	Hộp góp ý ở lễ tân.	reservation
survey	n.	khảo sát	skip	skip	memo
poll	n.	thăm dò	A quick poll chose the new paint color.	Thăm dò nhanh chọn màu sơn mới.	brochure
focus	n.	nhóm tập trung	A focus group tasted three soup recipes.	Nhóm tập trung nếm ba công thức súp.	complimentary
insight	n.	hiểu biết sâu	The report gave insight into guest habits.	Báo cáo cho hiểu biết về thói quen khách.	brochure
analytics	n.	phân tích dữ liệu	Analytics show most bookings happen at night.	Phân tích dữ liệu cho thấy đặt phòng nhiều lúc đêm.	reservation
dashboard	n.	bảng theo dõi	The dashboard tracks rooms still vacant.	Bảng theo dõi các phòng còn trống.	occupancy
metric	n.	chỉ số	Occupancy is our main metric this quarter.	Công suất là chỉ số chính quý này.	occupancy
benchmark	n.	mốc so sánh	Last year's sales are the benchmark.	Doanh số năm ngoái là mốc so sánh.	budget
kpi	n.	chỉ số hiệu suất	Each team has three KPI targets.	Mỗi nhóm có ba mục tiêu KPI.	employee
target	n.	mục tiêu	skip	skip	brochure
quota	n.	chỉ tiêu	The sales quota for May is 40 rooms.	Chỉ tiêu bán tháng Năm là 40 phòng.	reservation
pipeline	n.	phễu bán hàng	Two large groups are in the pipeline.	Hai đoàn lớn đang trong phễu bán hàng.	reservation
lead	n.	đầu mối khách	A conference lead asked for 20 rooms.	Đầu mối hội nghị hỏi 20 phòng.	reservation
prospect	n.	khách tiềm năng	Call each prospect within one day.	Gọi mỗi khách tiềm năng trong một ngày.	brochure
conversion	n.	tỷ lệ chốt	Website conversion rose after the redesign.	Tỷ lệ chốt trên web tăng sau đổi giao diện.	brochure
upsell	v.	bán thêm hạng cao	Front desk staff upsell suites at check-in.	Lễ tân bán thêm suite lúc nhận phòng.	reservation
cross-sell	v.	bán chéo	We cross-sell spa passes with weekend stays.	Chúng tôi bán chéo vé spa với nghỉ cuối tuần.	brochure
closing	n.	chốt đơn	Closing the deal took three meetings.	Chốt đơn mất ba cuộc họp.	conference
